Kode	Tekst
KCDC50	Eksenteration af øjet med transplantation af væv
KCDW	Andre operationer på øjeæblet
KCDW99	Anden operation på øjeæblet
KCE	Operationer på øjenmuskler
KCEA	Biopsier af øjenmuskler
KCEA00	Biopsi af øjenmuskel
KCEB	Myektomier, myotomier og tenotomier på øjenmuskler
KCEB00	Myektomi på øjenmuskel
KCEB10	Partiel myotomi på øjenmuskel
KCEB20	Total myotomi på øjenmuskel
KCEB30	Tenotomi på øjenmuskel
KCEC	Transpositioner af øjenmuskler
KCEC00	Recession af øjenmuskel
KCEC10	Recession og resektion af øjenmuskel
KCEC20	Recession og anteposition af øjenmuskel
KCEC30	Resektion af øjenmuskel
KCEC40	Resektion og anteposition af øjenmuskel
KCEC50	Anteposition af øjenmuskel
KCEC60	Transposition af øjenmuskel med justerbar sutur
KCEC70	Transposition af øjenmuskel ved nystagmus
KCEC80	Partiel transposition af øjenmuskel
KCEC90	Total transposition af øjenmuskel
KCED	Plikaturer af øjenmuskler
KCED00	Plikatur af øjenmuskel
KCEE	Fiksationer af øjenmuskler
KCEE00	Fiksationssutur i øjenmuskel
KCEE10	Fiksation af øjenmuskel med ankersutur
KCEF	Operation på øjenmuskel efter skade eller tidligere operation
KCEF00	Lyse af øjenmuskel
KCEF10	Sutur af læsion på øjenmuskel eller Tenons kapsel
KCEW	Andre operationer på øjenmuskler
KCEW99	Anden operation på øjenmuskel
KCF	Operationer på konjunktiva
KCFA	Incisioner og biopsier af konjunktiva
KCFA00	Incision af konjunktiva
KCFA10	Peritomi af konjunktiva
KCFA20	Biopsi af konjunktiva
KCFB	Suturer og fjernelser af fremmedlegeme i konjunktiva
KCFB00	Sutur af konjunktiva
KCFB10	Fjernelse af fremmedlegeme i konjunktiva
KCFC	Excisioner af patologisk væv i konjunktiva
KCFC00	Excision af patologisk væv i konjunktiva
KCFC10	Laserbehandling af patologisk væv i konjunktiva
KCFC20	Kryobehandling af patologisk væv i konjunktiva
KCFC30	Excision af trakomfollikel
KCFD	Rekonstruktioner på konjunktiva
KCFD00	Rekonstruktion af konjunktiva
KCFD10	Rekonstruktion af konjunktiva med transplantat
KCFW	Andre operationer på konjunktiva
KCFW99	Anden operation på konjunktiva
KCG	Operationer på hornhinde og sklera
KCGA	Biopsier af hornhinde og sklera
KCGA00	Biopsi af hornhinde
KCGA10	Biopsi af sklera
KCGB	Incisioner af hornhinde og sklera
KCGB00	Keratotomi
KCGB10	Sklerotomi
KCGC	Fjernelser af fremmedlegeme i hornhinde og sklera
KCGC10	Fjernelse af fremmedlegeme i hornhinde
KCGC20	Fjernelse af fremmedlegeme i hornhinde med magnet
KCGC30	Fjernelse af fremmedlegeme i sklera
KCGC40	Fjernelse af fremmedlegeme i sklera med magnet
KCGD	Operationer for refraktionsanomali
KCGD00	Keratotomi for refraktionsanomali
KCGD10	Laserbehandling for refraktionsanomali
KCGD20	Keratomileusis
KCGD20A	Keratomileusis ved brug af mikrokeratom
KCGD20B	Keratomileusis ved brug af femto-sekund laser
KCGD40	Indsættelse af intrakorneale ringsegmenter
KCGD99	Anden operation for refraktionsanomali
KCGE	Operationer for patologiske forandringer i hornhinde og sklera
KCGE10	Keratektomi
KCGE15	Laserbehandling af hornhinde
KCGE20	Kauterisation af patologisk forandring i hornhinde
KCGE25	Kryobehandling af hornhinde
KCGE30	Sklerektomi
KCGE35	Laserbehandling af sklera
KCGE40	Kauterisation af patologisk forandring i sklera
KCGE45	Rekonstruktion af øjets overflade med limbal stamcelle transplantation
KCGE50	Excision af pterygium
KCGE55	Excision af pterygium med transplantation af konjunktiva
KCGE99	Anden operation for vævsforandringer i hornhinde eller sklera
KCGE99A	Oversyning af hornhinde med amnionhinde
KCGE99B	Fjernelse af hornhindeuklarheder vha. EDTA
KCGE99C	Afskrabning af hornhindens ydre cellelag og polering af Bowmans lag
KCGE99D	Fotokemisk behandling af hornhinden (CXL behandling)
KCGF	Operationer ved perforerende læsion af hornhinde og sklera
KCGF00	Limning af hornhindelæsion
KCGF10	Sutur af hornhinde
KCGF20	Sutur af hornhinde med konjunktivaplastik
KCGF25	Sutur af hornhinde med fjernelse af uveaprolaps
KCGF30	Hornhindeplastik med anvendelse af konjunktivatransplantat
KCGF40	Limning af skleralæsion
KCGF45	Sutur af sklera
KCGF50	Sutur af sklera med konjunktivaplastik
KCGF55	Sutur af sklera med fjernelse af uveaprolaps
KCGF99	Anden operation ved perforerende læsion i hornhinde eller sklera
KCGG	Rekonstruktioner på hornhinde og sklera
KCGG00	Tatovering af hornhinde
KCGG10	Korrektion af keratokonus med kauterisation
KCGG20	Epikeratofaki eller keratofaki
KCGG30	Lamellær anterior hornhindetransplantation
KCGG31	Lamellær posterior hornhindetransplantation
KCGG40	Hornhindetransplantation med autograft
KCGG45	Hornhindetransplantation med homograft
KCGG50	Implantation af hornhindeprotese
KCGG60	Forstærkning af sklera med transplantat
KCGG99	Anden rekonstruktion på hornhinde eller sklera
KCGG99A	Hornhinderekonstruktion med amnionhinde
KCGW	Andre operationer på hornhinde og sklera
KCGW99	Anden operation på hornhinde eller sklera
KCH	Operationer i forreste øjenkammer, kammervinkel, iris og corpus ciliare
KCHA	Biopsier fra forreste øjenkammer, kammervinkel, iris og corpus ciliare
KCHA10	Biopsi af iris
KCHA20	Biopsi af corpus ciliare
KCHB	Operationer på forreste øjenkammer og kammervinkel
KCHB00	Synekiolyse med laser
KCHB10	Punktur og irrigation af forreste øjenkammer
KCHB15	Punktur af forreste øjenkammer med udskiftning af kammervæske
KCHB20	Goniotomi
KCHB30	Goniopunktur
KCHB40	Goniosynekiolyse
KCHB50	Trabekulotomi
KCHB60	Forreste synekiolyse
KCHB65	Bageste synekiolyse
KCHB99	Anden operation på forreste øjenkammer eller kammervinkel
KCHC	Iridotomier og iridektomier
KCHC00	Iridotomi
KCHC05	Iridotomi med laser
KCHC10	Perifer iridektomi
KCHC20	Sektoriridektomi
KCHC30	Central iridektomi
KCHD	Filtrationsoperationer
KCHD00	Trabekuloplastik med laser
KCHD05	Laserdilatation af mikrokanal
KCHD10	Trabekulektomi
KCHD15	Trabekulektomi med iridektomi
KCHD20	Trepanation af sklera
KCHD25	Trepanation af sklera med iridektomi
KCHD30	Trabekulektomi med laser
KCHD40	Iridenkleise
KCHD50	Anlæggelse af shunt til forreste øjenkammer
KCHD60	Dyb sklerotomi uden implantat
KCHD65	Dyb sklerotomi med implantat
KCHD99	Anden filtrationsoperation
KCHE	Operationer for patologisk væv i iris
KCHE00	Pupillotomi
KCHE05	Pupillotomi med laser
KCHE10	Excision af patologisk væv i iris
KCHE20	Laserbehandling af patologisk væv i iris
KCHE99	Anden operation ved patologisk væv i iris
KCHF	Operationer på corpus ciliare
KCHF00	Excision af patologisk væv i corpus ciliare
KCHF05	Transkleral laserkoagulation af corpus ciliare
KCHF10	Transpupillær laserkoagulation af corpus ciliare
KCHF15	Kryobehandling af corpus ciliare
KCHF20	Elektrokoagulation af corpus ciliare
KCHF30	Cyklodialyse
KCHF99	Anden operation på corpus ciliare
KCHW	Andre operationer på forreste øjenkammer, kammervinkel, iris og corpus ciliare
KCHW99	Anden operation på forreste øjenkammer, kammervinkel, iris eller corpus ciliare
KCJ	Operationer på øjets linse
KCJA	Indsættelser af intraokulære kontaktlinser
KCJA00	Indsættelse af intraokulær kontaktlinse i forreste kammer
KCJA10	Indsættelse af intraokulær kontaktlinse i bageste kammer
KCJB	Operationer for sekundær katarakt
KCJB00	Spaltning af sekundær katarakt
KCJB10	Spaltning af sekundær katarakt med laser
KCJB20	Skylning og polering af sekundær katarakt
KCJB30	Excision af sekundær katarakt
KCJB99	Anden operation ved sekundær katarakt
KCJC	Intrakapsulære kataraktoperationer
KCJC00	Intrakapsulær kataraktekstraktion
KCJC05	Intrakapsulær kataraktekstraktion med iridektomi eller iridotomi
KCJC10	Intrakapsulær kataraktekstraktion med implantation af kunstig linse i forreste øjenkammer
KCJC15	Intrakapsulær kataraktekstraktion med implantation af kunstig linse i forreste øjenkammer og med iridektomi eller iridotomi
KCJC20	Intrakapsulær kataraktekstraktion med implantation af kunstig linse i bageste øjenkammer
KCJC25	Intrakapsulær kataraktekstraktion med implantation af kunstig linse i bageste øjenkammer og med iridektomi eller iridotomi
KCJC99	Anden intrakapsulær kataraktoperation
KCJD	Ekstrakapsulære kataraktoperationer
KCJD00	Ekstrakapsulær kataraktekstraktion
KCJD05	Ekstrakapsulær kataraktekstraktion med iridektomi eller iridotomi
KCJD10	Ekstrakapsulær kataraktekstraktion med implantation af kunstig linse i forreste øjenkammer
KCJD15	Ekstrakapsulær kataraktekstraktion med implantation af kunstig linse i forreste øjenkammer og med iridektomi eller iridotomi
KCJD20	Ekstrakapsulær kataraktekstraktion med implantation af kunstig linse i bageste øjenkammer
KCJD25	Ekstrakapsulær kataraktekstraktion med implantation af kunstig linse i bageste øjenkammer og med iridektomi eller iridotomi
KCJD30	Lensektomi gennem via pars plana
KCJD99	Anden ekstrakapsulær kataraktoperation
KCJE	Ekstrakapsulære kataraktoperationer med fakoemulsifikation
KCJE00	Fakoemulsifikation
KCJE05	Fakoemulsifikation med iridektomi eller iridotomi
KCJE10	Fakoemulsifikation med implantation af kunstig linse i forreste øjenkammer
KCJE15	Fakoemulsifikation med implantation af kunstig linse i forreste øjenkammer og med iridektomi eller iridotomi
KCJE20	Fakoemulsifikation med implantation af kunstig linse i bageste øjenkammer
KCJE25	Fakoemulsifikation med implantation af kunstig linse i bageste øjenkammer og med iridektomi eller iridotomi
KCJE99	Anden operation med fakoemulsifikation
KCJF	Andre operationer ved kunstig linse
KCJF00	Sekundær implantation af kunstig linse i forreste øjenkammer
KCJF10	Sekundær implantation af kunstig linse i bageste øjenkammer
KCJF20	Fjernelse af kunstig linse
KCJF30	Reposition af lukseret kunstig linse
KCJF40	Fjernelse og implantation af kunstig linse i forreste øjenkammer
KCJF45	Fjernelse og implantation af kunstig linse i forreste øjenkammer med iridektomi eller iridotomi
KCJF50	Fjernelse og implantation af kunstig linse i bageste øjenkammer
KCJF55	Fjernelse og implantation af kunstig linse i bageste øjenkammer med iridektomi eller iridotomi
KCJF99	Anden operation ved kunstig linse
KCJG	Operationer ved linseluksation
KCJG00	Ekstraktion af lukseret linse
KCJG05	Ekstraktion af lukseret linse med iridektomi eller iridotomi
KCJG10	Ekstraktion af lukseret linse med implantation af kunstig linse i forreste øjenkammer
KCJG15	Ekstraktion af lukseret linse med implantation af kunstig linse i forreste øjenkammer med iridektomi eller iridotomi
KCJG20	Ekstraktion af lukseret linse med implantation af kunstig linse i bageste øjenkammer
KCJG25	Ekstraktion af lukseret linse med implantation af kunstig linse i bageste øjenkammer med iridektomi eller iridotomi
KCJG99	Anden operation ved linseluksation
KCJW	Andre operationer på øjets linse
KCJW99	Anden operation på øjets linse
KCK	Operationer ved sygdomme i choroidea, corpus vitreum og nethinde
KCKA	Biopsier af choroidea, corpus vitreum og nethinde
KCKA00	Biopsi af choroidea
KCKA10	Biopsi af corpus vitreum
KCKA20	Biopsi af nethinde
KCKB	Operationer ved choroidealøsning
KCKB00	Punktur og udtømning af suprakoroidal væske
KCKB10	Punktur og udtømning af suprakoroidal væske med injektion af væskesubstitut
KCKB99	Anden operation ved choroidealøsning
KCKC	Ekstraokulære operationer på corpus vitreum og nethinde
KCKC00	Fotoruptur i corpus vitreum
KCKC10	Lokal fotokoagulation af nethinde
KCKC15	Panretinal fotokoagulation af nethinde
KCKC20	Kryopeksi på tilliggende nethinde
KCKC30	Kryopeksi på afløst nethinde
KCKC40	Elektrokoagulation af nethinde
KCKC50	Transskleral laserterapi af nethinde
KCKC60	Skleraimpression med implantat
KCKC65	Fjernelse af impressionsimplantat fra sklera
KCKC70	Sklerainvagination med cerklage
KCKC75	Fjernelse af invaginationscerklage fra sklera
KCKC99	Anden ekstraokulær operation på corpus vitreum og nethinde
KCKD	Intraokulære operationer på corpeus vitreum og nethinde
KCKD00	Dekompressionpunktur af corpus vitreum
KCKD05	Punktur af corpus vitreum med injektion af lægemiddel
KCKD05B	Punktur af corpus vitreum med injektion af angiostatisk lægemiddel
KCKD05C	Punktur af corpus vitreum med injektion af implantat indeholdende dexamethason
KCKD10	Injektion af luft i corpus vitreum
KCKD15	Injektion af væskesubstitut i corpus vitreum
KCKD20	Fjernelse af corpus vitreum-substitut
KCKD25	Ekstern drænage af subretinal væske
KCKD30	Intern drænage af subretinal væske
KCKD40	Intrabulbær fotokoagulation af nethinde
KCKD45	Intrabulbær kryobehandling af nethinde
KCKD50	Intrabulbær diatermi af nethinde
KCKD60	Forreste vitrektomi
KCKD65	Vitrektomi gennem pars plana eller pars plicata
KCKD70	Excision af præretinal eller epiretinal membran
KCKD75	Retinotomi
KCKD80	Retinektomi
KCKD85	Fjernelse af subretinal membran eller streng
KCKD90	Fjernelse af subretinal blødning
KCKD99	Anden intrabulbær operation på corpus vitreum eller nethinde
KCKD99A	Intrabulbær fakoemulsifikation
KCKE	Operationer for patologisk væv i choroidea og nethinde
KCKE00	Excision af patologisk væv i choroidea
KCKE10	Transpupillær fotokoagulation af patologisk væv i choroidea
KCKE15	Intrabulbær fotokoagulation af patologisk væv i choroidea
KCKE20	Kryobehandling af patologisk væv i choroidea
KCKE30	Excision af patologisk væv i nethinde
KCKE40	Transpupillær fotokoagulation af patologisk væv i nethinde
KCKE45	Intrabulbær fotokoagulation af patologisk væv i nethinde
KCKE50	Kryobehandling af patologisk væv i nethinde
KCKE60	Implantation af strålekilde i eller ved øje
KCKE65	Fjernelse af strålekilde i eller ved øje
KCKE99	Anden operation ved vævsforandring i choroidea eller nethinde
KCKW	Andre operationer ved sygdomme i choroidea, corpus vitreum og nethinde
KCKW99	Anden operation ved sygdomme i choroidea, corpus vitreum eller nethinde
KCW	Reoperationer efter operation på øje og øjenomgivelser
KCWA	Reoperationer ved sårruptur efter operation på øje og øjenomgivelser
KCWA00	Sutur af sårruptur efter operation på øje eller øjenomgivelser
KCWB	Reoperationer ved overfladisk infektion efter operation på øje og øjenomgivelser
KCWB00	Reoperation ved overfladisk infektion efter operation på øje eller øjenomgivelser
KCWC	Reoperationer ved dyb infektion efter operation på øje og øjenomgivelser
KCWC00	Reoperation ved dyb infektion efter operation på øje eller øjenomgivelser
KCWD	Reoperationer ved overfladisk blødning efter operation på øje og øjenomgivelser
KCWD00	Reoperation for overfladisk blødning efter operation på øje eller øjenomgivelser
KCWE	Reoperationer ved dyb blødning efter operation på øje og øjenomgivelser
KCWE00	Reoperation for dyb blødning efter operation på øje eller øjenomgivelser
KCWF	Reoperationer ved sutur- eller anastomoseinsufficiens efter operation på øje og øjenomgivelser
KCWF00	Reoperation for sutur- eller anastomoseinsufficiens efter operation på øje eller øjenomgivelser
KCWW	Andre reoperationer efter operation på øje og øjenomgivelser
KCWW99	Anden reoperation efter operation på øje eller øjenomgivelser
KD	Operationer på øre, næse og strubehoved
KDA	Operationer på ydre øre
KDAA	Incisioner og eksplorationer på ydre øre
KDAA00	Incision af ydre øre
KDAB	Excisioner og resektioner på ydre øre
KDAB00	Excision af patologisk væv på ydre øre
KDAB10	Resektion af ydre øre
KDAB20	Excision af fistel på ydre øre
KDAC	Fjernelser af fremmedlegeme i ydre øre
KDAC00	Fjernelse af fremmedlegeme i ydre øre
KDAD	Rekonstruktioner i ydre øre
KDAD00	Sutur af ydre øre
KDAD10	Rekonstuktion af ydre øre
KDAD20	Ossøs fiksation af øreprotese
KDAD30	Plastik på ydre øre
KDAW	Andre operationer på ydre øre
KDAW99	Anden operation på ydre øre
KDB	Operationer på øregang
KDBA	Incisioner og eksplorationer i øregang
KDBA00	Incision i øregang
KDBB	Excisioner i øregang
KDBB00	Excision af patologisk væv i øregang
KDBB00A	Operation for øregangsexostose
KDBD	Rekonstruktioner på øregang
KDBD00	Sutur i øregang
KDBD10	Rekonstruktion af øregang
KDBD20	Plastik på øregang
KDBD30	Operation for atresi af øregang
KDBW	Andre operationer på øregang
KDBW00	Fjernelse af penetrerende fremmedlegeme fra øregang
KDBW99	Anden operation på øregang
KDC	Operationer på trommehinde og mellemøre
KDCA	Incisioner, eksplorationer og biopsier af trommehinde og mellemøre
KDCA00	Biopsi af trommehinde eller mellemøre
KDCA10	Paracentese
KDCA20	Indlæggelse af dræn i trommehinden
KDCA25	Tympanomeatalt drænage
KDCA30	Eksploration af mellemøre
KDCB	Excisioner og resektioner i mellemøre
KDCB00	Excision af patologisk væv i mellemøre
KDCB10	Adhærenceløsning i mellemøre
KDCB20	Resektion af mellemøre
KDCB30	Excision af mellemøre
KDCC	Fjernelser af fremmedlegeme i mellemøre
KDCC00	Fjernelse af fremmedlegeme i mellemøre
KDCD	Rekonstruktioner på trommehinde og mellemøre
KDCD00	Myringoplastik
KDCD10	Tympanoplastik
KDCW	Andre operationer på trommehinde og mellemøre
KDCW00	Fjernelse af dræn i trommehinde
KDCW99	Anden operation på trommehinde eller mellemøre
