Kode	Tekst
BFFB4	Radiofrekvensablation ved ventrikulære rytmeforstyrrelser
BFFB40	Radiofrekvensablation ved tachycardia og extrasystolia ventricularis i højre ventrikel
BFFB41	Radiofrekvensablation ved tachycardia og extrasystolia ventricularis i højre ventrikels udløbsdel
BFFB42	Radiofrekvensablation ved Gallavardin's ventrikulære takykardi
BFFB43	Radiofrekvensablation ved tachycardia og extrasystolia ventricularis i venstre ventrikel
BFFB5	Radiofrekvensablation ved rytmeforstyrrelser ikke klassificeret andetsteds
BFFB50	Radiofrekvensablation via højre ventrikel ved rytmeforstyrrelser ikke klassificeret andetsteds
BFFB51	Radiofrekvensablation retrogradt via venstre ventrikel ved ledningsforstyrrelser ikke klassificeret andetsteds
BFFB52	Radiofrekvensablation transseptalt via venstre ventrikel ved rytmeforstyrrelser ikke klassificeret andetsteds
BFH	Medikamentel behandling af kredsløbslidelser
BFHC	Medikamentel hjerteterapi
BFHC0	Behandling med antihypertensivum
BFHC1	Behandling med diuretikum
BFHC2	Behandling med beta-receptorblokerende middel
BFHC3	Behandling med calcium antagonist
BFHC4	Behandling med nitrater
BFHC5	Behandling med ACE-hæmmende middel (angiotensin converting enzyme inhibitor)
BFHC6	Behandling med lipidsænkende middel
BFHC9	Medikamentel hjerteterapi ikke klassificeret andetsteds
BFHC90	Behandling med hjerteglykosid
BFHC91	Behandling med antiarytmicum
BFHC92	Behandling med hjertestimulerende middel
BFHC92A	Behandling med isoprenalin
BFHC92B	Behandling med dobutamin
BFHC92C	Behandling med dopexamin
BFHC92D	Behandling med levomenandion
BFHC92E	Behandling med fosfodiesterasehæmmer
BFHC93	Behandling med blodtryksforhøjende middel
BFHC93A	Behandling med adrenalin
BFHC93B	Behandling med noradrenalin
BFHC93C	Behandling med dopamin
BFHC93D	Behandling med terlipressin
BFHC93E	Behandling med metylenblåt
BFHC93F	Behandling med nitroglycerin
BFHC93G	Behandling med nitroprussid
BFHC93H	Behandling med prostacyklin
BFHC94	Behandling med pladehæmmer
BFHC95	Kombinationsbehandling med vasoaktive og hjertestimulerende farmaka
BFK	Pædagogiske interventioner vedr. lidelser i hjerte og store kar
BFKA	Vejledning i fysisk aktivitet efter lidelse i hjerte og store kar
BFV	Pleje ved lidelse i hjerte og store kar
BFVA	Generel pleje ved lidelse i hjerte og store kar
BFVB	Speciel pleje ved lidelse i hjerte og store kar
BFX	Andre interventioner med relation til kredsløbssygdomme
BFXA	Specificeret intervention med relation til kredsløbssygdom
BFXA0	Behandling af kredsløbssvigt ved speciel lejring
BFXA00	Trendelenburg-lejring
BFXA1	Behandling med enhanced external counterpulsation
BFXY	Intervention med relation til kredsløbssygdom ikke klassificeret andetsteds
BG	Brysthule, lunger og respiration
BGA	Behandling med sonde og tube i brysthule og luftveje
BGAG	Behandling med tube i luftveje
BGAG0	Behandling med tungeholder
BGAG1	Behandling med oraltube
BGAG2	Behandling med nasaltube
BGAG3	Behandling med trakealtube
BGAG4	Behandling med trakealkanyle
BGAX	Delprocedurer med relation til behandling med pleuradræn
BGAX1	Skiftning af pleuradræn
BGAX2	Fjernelse af pleuradræn
BGAZ	Delprocedurer med relation til behandling med tube i luftveje
BGAZ0	Anlæggelse af tube i luftveje
BGAZ00	Anlæggelse af tungeholder
BGAZ01	Anlæggelse af oraltube
BGAZ02	Anlæggelse af nasaltube
BGAZ03	Anlæggelse af trakealtube
BGAZ1	Skiftning af tube i luftveje
BGAZ11	Skiftning af oraltube
BGAZ12	Skiftning af nasaltube
BGAZ13	Skiftning af trakealtube
BGAZ14	Skiftning af trakealkanyle
BGAZ2	Fjernelse af tube i luftveje
BGAZ20	Fjernelse af tungeholder
BGAZ21	Fjernelse af oraltube
BGAZ22	Fjernelse af nasaltube
BGAZ23	Fjernelse af trakealtube
BGAZ24	Fjernelse af trakealkanyle
BGD	Behandling med respirator m.m.
BGDA	Respiratorbehandling og anden assisteret ventilation
BGDA0	Respiratorbehandling
BGDA00	PEEP-behandling med respirator
BGDA01	Differentieret respiratorbehandling
BGDA02	Respiratorbehandling i bugleje
BGDA1	Non-invasiv ventilation (NIV)
BGDA6	Ventilation
BGDA60	Manuel ventilation med maske
BGDA61	Manuel ventilation gennem trakealtube
BGDA62	Mund-til-næse ventilation
BGDA63	Mund-til-mund ventilation
BGDA7	Tilslutning af patient til respirator
BGF	Interventioner ved behandling af respirationslidelser
BGFC	Lungeterapi og anden respirationsbehandling
BGFC0	Lungeterapi med fokus på vitalkapacitet
BGFC00	Diafragmatiske respirationsøvelser
BGFC01	Latero-basale respirationsøvelser
BGFC02	Mobilisering til forbedring af vitalkapacitet
BGFC03	Styrke- og konditionstræning med fokus på vitalkapacitet
BGFC04	Mobiliserende øvelser for thorax til forbedring af vitalkapacitet
BGFC05	Manuel stimulation af thorax med fokus på vitalkapacitet
BGFC06	Respirationsmuskeltræning (RMT)
BGFC07	Indøvning af hvilestillinger med fokus på vitalkapacitet
BGFC1	Lungeterapi ved sekretproblemer
BGFC10	Indøvning af støde- og hosteteknik
BGFC11	Postural drænage
BGFC12	'Pursed lip-breathing' ved sekretproblemer
BGFC13	Behandling af sekretproblemer med vibrationer
BGFC14	Behandling af sekretproblemer med tapotement
BGFC15	Behandling af sekretproblemer med squeezing
BGFC16	Behandling af sekretproblemer med mobilisering
BGFC3	Maskebehandling
BGFC30	PEP-behandling
BGFC32	CPAP behandling
BGFC32A	Behandling med fasttryk CPAP med nasalmaske
BGFC32B	Behandling med fasttryk CPAP med helansigtsmaske
BGFC32C	Behandling med fasttryk CPAP med intraoral maske
BGFC32D	Behandling med fasttryk CPAP med individuelt formstøbt maske
BGFC32G	Behandling med selvjusterende CPAP med nasalmaske
BGFC32H	Behandling med selvjusterende CPAP med helansigtsmaske
BGFC32J	Behandling med selvjusterende CPAP med intraoral maske
BGFC32K	Behandling med selvjusterende CPAP med individuelt formstøbt maske
BGFC32M	Behandling med bilevel CPAP med nasalmaske
BGFC32N	Behandling med bilevel CPAP med helansigtsmaske
BGFC32P	Behandling med bilevel CPAP med intraoral maske
BGFC32Q	Behandling med bilevel CPAP med individuelt formstøbt maske
BGFC32T	Behandling med Cheyne-Stokes PAP med nasalmaske
BGFC32U	Behandling med Cheyne-Stokes PAP med helansigtsmaske
BGFC32V	Behandling med Cheyne-Stokes PAP med intraoral maske
BGFC32W	Behandling med Cheyne-Stokes PAP med individuelt formstøbt maske
BGFC33	Intermitterende CPAP behandling
BGFC7	Kompenserende støttehandling ved respirationsproblemer
BGFC70	Kompenserende støttehandling mhp. korrekt lejring ved respirationsproblem
BGFC71	Elevation af hovedgærde ved vejrtrækningsproblemer
BGH	Medikamentel behandling af luftvejslidelser
BGHF	Behandling med lungemodnende middel
BGHF1	Behandling med surfactant
BGHR	Medikamentel behandling af respirationslidelser
BGHR0	Medikamentel behandling af astma
BGHR00	Bronkodilaterende medikamentel behandling af astma
BGHR01	Forebyggende medikamentel behandling af astma
BGHR1	Behandling af hoste
BGHR10	Behandling med hostestillende middel
BGHR11	Behandling med slimløsnende middel
BGHR9	Medikamentel behandling af respirationslidelse ikke klassificeret andetsteds
BGK	Pædagogiske interventioner vedrørende respirationslidelser
BGKA	Instruktion i ekspektoratopsamling
BGKB	Instruktion i hvilestilling ved respirationsbesvær
BGKC	Vejledning vedr. behandling af astma og kronisk obstruktiv lungelidelse (KOL)
BGKC0	Vejledning vedr. behandling af astma og kronisk obstruktiv lungelidelse (KOL) med tabletter
BGKC1	Vejledning vedr. behandling af astma og kronisk obstruktiv lungelidelse (KOL) med inhalation
BGKC2	Vejledning vedr. forebyggende behandling af astma og kronisk obstruktiv lungelidelse
BGKC3	Vejledning vedr. bronkieudvidende behandling af astma og kronisk obstruktiv lungelidelse (KOL)
BGKD	Vejledning i peak flow monitorering
BGKF	Vejledning i vurdering af egen respirationsfunktion
BGKG	Vejledning af patient med respirationslidelse pga. allergi
BGKG0	Vejledning af patient om støvsanering
BGKG00	Vejledning af patient i støvopsamling
BGKG1	Vejledning af patient om indeklimaproblemer
BGKG2	Vejledning af patient om pollenallergi
BGKH	Vejledning af patient om iltbehandling
BGKI	Vejledning af patient om CPAP-behandling
BGL	Soignering m.m. med relation til luftveje
BGLF	Soignering af tube og stomi med relation til luftveje
BGLF1	Soignering af oraltube
BGLF2	Soignering af nasaltube
BGLF3	Soignering af trakealtube
BGLF4	Soignering af trakeostomi
BGM	Interventioner med relation til ekspektoration
BGME	Interventioner ved sekretion fra luftveje
BGME0	Sugning af øvre luftveje
BGME1	Sugning af nedre luftveje
BGME10	Trakealsugning
BGME11	Trakealsugning gennem tube
BGME12	Trakealsugning gennem kanyle
BGME2	Induktion af sputum
BGME5	Kompenserende støtte ved ekspektoration
BGV	Pleje ved lidelse i brysthule, lunger og respiration
BGVA	Generel pleje ved lidelse i brysthule, lunger og respiration
BGVB	Speciel pleje ved lidelse i brysthule, lunger og respiration
BGVB1	Trakeostomipleje
BGX	Andre interventioner med relation til brysthule, lunger og respiration
BGXA	Specificerede interventioner med relation til brysthule, lunger og respiration
BGXA0	Hyperventilationsbehandling
BGXA1	Fugterbehandling
BGXA10	Behandling med forstøver
BGXA2	Ekstrakorporal membran oxygenering (ECMO)
BGXA3	Ekstrakorporal fjernelse af kuldioxid (ECCO2R)
BGXA5	Iltbehandling
BGXA50	Iltbehandling med nasalkateter
BGXA51	Iltbehandling med maske
BGXA52	Iltbehandling med tragt
BGXA53	Iltbehandling i ilttelt
BGXA54	Iltbehandling i kuvøse
BGXA55	Iltbehandling gennem trakealkanyle
BGXA6	Hyperbar iltbehandling
BGXA6C	Hyperbar iltbehandling, US NAVY Tabel 3
BGXA6D	Hyperbar iltbehandling, US NAVY Tabel 4
BGXA6DH	Hyperbar iltbehandling, US NAVY Tabel 4, med Heliox
BGXA6DN	Hyperbar iltbehandling, US NAVY Tabel 4, med Nitrox
BGXA6E	Hyperbar iltbehandling, US NAVY Tabel 5
BGXA6F	Hyperbar iltbehandling, US NAVY Tabel 6
BGXA6G	Hyperbar iltbehandling, US NAVY Tabel 6A
BGXA6GH	Hyperbar iltbehandling, US NAVY Tabel 6A, med Heliox
BGXA6GN	Hyperbar iltbehandling, US NAVY Tabel 6A, med Nitrox
BGXA6H	Hyperbar iltbehandling, modificeret Tabel 6A
BGXA6HH	Hyperbar iltbehandling, modificeret Tabel 6A, med Heliox
BGXA6HN	Hyperbar iltbehandling, modificeret Tabel 6A, med Nitrox
BGXA6I	Hyperbar iltbehandling, US NAVY Tabel 7
BGXA6J	Hyperbar iltbehandling, US NAVY Tabel 8
BGXA6N	Hyperbar iltbehandling, Tabel Comex 30
BGXA6NH	Hyperbar iltbehandling, Tabel Comex 30, med Heliox
BGXA6NN	Hyperbar iltbehandling, Tabel Comex 30, med Nitrox
BGXA6Q	Hyperbar iltbehandling, Tabel RH 14
BGXA6R	Hyperbar iltbehandling, Tabel RH 15
BGXA6S	Hyperbar iltbehandling, Tabel RH 18
BGXA6T	Hyperbar iltbehandling, Tabel RH 30
BGXA7	Pulmonal vasodilatationsbehandling ved inhalation
BGXA71	NO inhalationsbehandling
BGXA72	Epoprostenol inhalationsbehandling
BGXA8	Teknisk service knyttet til iltbehandling
BGXA80	Udskiftning af iltbeholder ved iltbehandling
BGXY	Interventioner med relation til brysthule, lunger og respiration ikke klassificeret andetsteds
BGXY1	Andre procedurer relateret til behandlinger af lidelser i luftveje
BGXY1A	Fremstilling af individuelt formstøbt maske
BH	Mamma
BHD	Behandling med brystprotese
BHDD	Behandling med ekstern brystprotese
BHH	Medikamentel behandling af lidelse i mamma
BHHH	Hormonel behandling af mamma
BHK	Pædagogiske interventioner vedrørende mamma
BHKA	Instruktion i brug af brystprotese
BHKB	Instruktion af øvelser efter brystoperation
BHV	Pleje ved lidelse i mamma
BHVA	Generel pleje ved lidelse i mamma
BHVB	Speciel pleje ved lidelse i mamma
BI	Mave-tarmkanal
BIA	Behandling med sonder ved lidelser i mave-tarmkanalen
BIAD	Behandling med gastro-intestinal sonde
BIAD0	Behandling med nasalsonde til ventrikel og duodenum
BIAD1	Behandling med nasalsonde til jejunum
BIAD3	Behandling med Sengstaken-sonde
BIAD30	Skylning af ventrikel gennem Sengstaken-sonde
BIAD31	Ophævelse af kompression med Sengstaken-sonde
BIAD32	Desufflering af øsofagusballon på Sengstaken-sonde
BIAD33	Desufflering af ventrikelballon på Sengstaken-sonde
BIAD5	Behandling med sonde til ventrikel og duodenum ikke klassificeret andetsteds
BIAD7	Behandling med rektalsonde
BIAZ	Delprocedurer ved behandling med gastro-intestinal sonde
BIAZ0	Anlæggelse af gastro-intestinal sonde
BIAZ00	Anlæggelse af nasalsonde til ventrikel og duodenum
BIAZ01	Anlæggelse af nasalsonde til jejunum
BIAZ03	Anlæggelse af Sengstaken-sonde
BIAZ05	Anlæggelse af sonde til ventrikel og duodenum ikke klassificeret andetsteds
BIAZ07	Anlæggelse af rektalsonde
BIAZ1	Skiftning af gastro-intestinal sonde
BIAZ10	Skiftning af nasalsonde til ventrikel og duodenum
BIAZ11	Skiftning af nasalsonde til jejunum
BIAZ13	Skiftning af Sengstaken-sonde
BIAZ15	Skiftning af sonde til ventrikel og duodenum ikke klassificeret andetsteds
BIAZ2	Fjernelse af gastro-intestinal sonde
BIAZ20	Fjernelse af nasalsonde til ventrikel og duodenum
BIAZ21	Fjernelse af nasalsonde til jejunum
BIAZ23	Fjernelse af Sengstaken-sonde
BIAZ25	Fjernelse af sonde til ventrikel og duodenum ikke klassificeret andetsteds
BIAZ27	Fjernelse af rektalsonde
BIB	Behandling af lidelser i mave-tarmkanalen med perkutane katetre, sonder og dræn
BIBG	Behandling med perkutane sonder og dræn til fordøjelses-kanalen
BIBG0	Behandling med gastrostomisonde
BIBG1	Behandling med jejunostomi-sonde
BIBG2	Behandling med galdevejsdræn
BIBG3	Behandling med jejunumsonde via gastrostomi
BIBZ	Delprocedure ved behandling med perkutane sonder og dræn til mave-tarmkanalen
BIBZ0	Anlæggelse af sonde og dræn til mave-tarmkanalen
BIBZ00	Anlæggelse af gastrostomisonde
BIBZ01	Anlæggelse af jejunostomi-sonde
BIBZ03	Anlæggelse af jejunumsonde via gastrostomi
BIBZ1	Skiftning af sonde og dræn til mave-tarmkanalen
BIBZ10	Skiftning af gastrostomisonde
BIBZ11	Skiftning af jejunostomi-sonde
BIBZ13	Skiftning af jejunumsonde via gastrostomi
BIBZ2	Fjernelse af sonde og dræn til mave-tarmkanalen
BIBZ20	Fjernelse af gastrostomisonde
BIBZ21	Fjernelse af jejunostomi-sonde
BIBZ22	Fjernelse af galdevejsdræn
BIBZ23	Fjernelse af jejunumsonde via gastrostomi
BID	Bandagebehandling med eksterne bandager ved mave-tarmsygdomme
BIDA	Bandagebehandling ved stomi
BIDA0	Behandling med stomibandage
BIDA1	Bandagebehandling ved stomibrok
BIH	Medikamentel behandling med relation til lidelser i fordøjelsesorganer
BIHA	Medikamentel behandling af lidelse i mave-tarmkanal
BIHA0	Medikamentel behandling af lidelse i ventrikel og duodenum
BIHA00	Behandling med H2-receptorantagonist
BIHA01	Behandling med syrepumpehæmmer
BIHA02	Behandling med mucosaprotektivt middel
BIHA03	Eradikationsbehandling
BIHA04	Behandling med antirefluksmiddel
BIHA05	Behandling med syreneutraliserende middel
BIHA1	Medikamentel behandling af lidelse i tynd- og tyktarm
BIHA10	Behandling med tarmantiinflammatoricum
BIHA11	Behandling med glukokortikoidholdigt klysma
BIHA2	Medikamentel behandling af pancreaslidelse
BIHA8	Anden specificeret medikamentel behandling af mave-tarmlidelse
BIHA80	Behandling med middel mod diaré
BIHA81	Behandling med laksantium
BIHA82	Behandling med anoreksikum
BIHA83	Behandling med N-acetylcystein-drop (NAC-drop)
BIK	Pædagogiske interventioner vedrørende mave-tarmkanalen
BIKA	Vejledning i pleje af stomi
BIKA0	Vejledning i valg af stomibandage
BIKB	Instruktion i stomipasning
BIKB0	Instruktion i irrigation i stomi
BIKC	Vejledning i særlige forhold for stomipatient
BIKC0	Vejledning ved seksuelle problemer for stomipatient
BIKC1	Vejledning ved sociale problemer for stomipatient
BIKD	Vejledning i fæcesopsamling
BIKH	Vejledning til levertransplanteret patient
BIKK	Vejledning i procedurer relateret til tarmens funktion
BIKK1	Instruktion i høj colonirrigation
BIL	Soignering af sonder og katetre med relation til mave- tarmkanalen
BILF	Soignering af sonde i mave-tarmkanalen og enterostomi
BILF0	Soignering af sonde til ventrikel og duodenum
BILF01	Soignering af nasalsonde til ventrikel og duodenum
BILF1	Soignering af gastrostomisonde
BILF2	Soignering af jejunostomi-kateter
BILF3	Soignering af ileostomi
BILF4	Soignering af kolostomi
BILF6	Soignering af galdevejsdræn
BIM	Tømning, stomipleje m.m. med relation til mave-tarmkanalen
BIMA	Ventrikeltømning
BIMA0	Ventrikelaspiration
BIMA00	Ventrikelaspiration ved permanent sug
BIMA01	Manuel ventrikelaspiration
BIMA1	Kompenserende støtte ved opkastning
BIMB	Tømning af tarm, rektalt
BIMB0	Manuel udhentning af fækalier
BIMB1	Transanal irrigation
BIMB2	Olieindhældning
BIMC	Colonirrigation
BIMC1	Høj colonirrigation
BIMD	Terapeutisk ascitestømning via tunneleret asciteskateter
BIMZ	Delprocedurer ved enterostomibehandling
BIMZ0	Påsætning af enterostomipose
BIMZ00	Påsætning af ileostomipose
BIMZ01	Påsætning af kolostomipose
BIMZ1	Tømning af enterostomipose
BIMZ10	Tømning af ileostomipose
BIMZ11	Tømning af kolostomipose
BIMZ2	Fjernelse af enterostomipose
BIMZ20	Fjernelse af ileostomipose
BIMZ21	Fjernelse af kolostomipose
BIMZ5	Irrigation af enterostomi
BIV	Pleje ved lidelse i mave-tarmkanal
BIVA	Generel pleje ved lidelse i mave-tarmkanal
BIVB	Speciel pleje ved lidelse i mave-tarmkanal
BIX	Andre interventioner i relation til mave-tarmkanalen
BIXA	Procedurer vedrørende sekretion
BIXA0	Pleje af dræn
BIXA00	Skylning af dræn
